,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
51701.0,4u7IQqFz6ZSZoLwTcWDfLQ,The PropheC,Secrets,Secrets,60.0,192475.0,False,0.817,0.475,3.0,-5.627,0.0,0.0465,0.356,8.85e-06,0.26,0.736,121.05,4.0,hip-hop
51703.0,4gyPGtExOjj1rsByKW33LR,Badshah,Paagal,Paagal,60.0,169906.0,False,0.687,0.854,11.0,-5.368,0.0,0.308,0.0619,0.000645,0.147,0.721,214.016,4.0,hip-hop
51715.0,3fPgIknlkDWXs1l2noKZbp,Badshah;Amaal Mallik;Fazilpuria;Sukriti Kakar;Neha Kakkar,The Badshah of Party Hits,Kar Gayi Chull,60.0,187710.0,False,0.827,0.737,11.0,-5.473,0.0,0.0764,0.0316,0.000322,0.211,0.873,121.99,4.0,hip-hop
51716.0,3XyFQxpSlGowWpZkIn3ISA,Vishal Dadlani;Hamsika Iyer,Chennai Express,One Two Three Four (Get On The Dance Floor),60.0,228323.0,False,0.721,0.867,6.0,-5.429,0.0,0.225,0.0885,0.000119,0.0372,0.87,170.091,4.0,hip-hop
51750.0,2g6tReTlM2Akp41g0HaeXN,Kendrick Lamar;Blxst;Amanda Reifer,Mr. Morale & The Big Steppers,Die Hard,82.0,239026.0,True,0.775,0.736,1.0,-8.072,0.0,0.247,0.319,0.00116,0.127,0.362,100.988,4.0,hip-hop
51751.0,59nOXPmaKlBfGMDeOVGrIK,Future;Drake;Tems,I NEVER LIKED YOU,WAIT FOR U (feat. Drake & Tems),89.0,189893.0,True,0.463,0.642,1.0,-4.474,1.0,0.34,0.314,0.0,0.0686,0.339,83.389,4.0,hip-hop
51752.0,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,ASTROWORLD,SICKO MODE,83.0,312820.0,True,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,4.0,hip-hop
51753.0,7ycWLEP1GsNjVvcjawXz3z,A$AP Rocky;Skepta,TESTING,Praise The Lord (Da Shine) (feat. Skepta),82.0,205040.0,True,0.854,0.569,5.0,-8.151,0.0,0.106,0.0609,0.0816,0.1,0.294,80.015,4.0,hip-hop
51758.0,6M47gaKejso9772SKTa3yH,Tech N9ne;Joey Cool;King Iso;Dwayne Johnson,ASIN9NE,Face Off,73.0,219802.0,True,0.693,0.935,8.0,-4.323,1.0,0.224,0.18,0.0,0.179,0.391,80.882,4.0,hip-hop
51761.0,0Fs9cdPDhptWEDJmiCbkEW,J. Cole;Cults;Amber Coffman,Born Sinner (Deluxe Version),She Knows (feat. Amber Coffman & Cults),82.0,296520.0,True,0.766,0.74,1.0,-10.363,1.0,0.0807,0.0193,0.0784,0.229,0.183,118.008,4.0,hip-hop
51812.0,2OKo7g3KfmCt3kyLvUAL0g,NF,The Search,The Search,74.0,248040.0,False,0.789,0.786,2.0,-4.788,1.0,0.297,0.596,0.0,0.0997,0.39,119.957,4.0,hip-hop
51901.0,6DXLO8LndZMVOHM0wNbpzg,Don Omar;Lucenzo,Meet The Orphans,Danza Kuduro,74.0,198786.0,False,0.699,0.917,0.0,-4.897,1.0,0.115,0.078,0.0,0.065,0.889,130.04,4.0,hip-hop
51939.0,1v7L65Lzy0j0vdpRjJewt1,Eminem,Just Lose It,"Lose Yourself - From ""8 Mile"" Soundtrack",79.0,322226.0,True,0.686,0.735,2.0,-4.616,1.0,0.264,0.00921,0.00066,0.342,0.0596,171.355,4.0,hip-hop
53061.0,62aP9fBQKYKxi7PDXwcUAS,Surf Mesa;Emilee,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),77.0,176546.0,False,0.674,0.774,11.0,-7.567,0.0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4.0,house
53063.0,20McUFi8KCIVdNDLrkTDuZ,HVME,Goosebumps,Goosebumps,75.0,163208.0,True,0.767,0.659,1.0,-7.429,1.0,0.0444,0.325,0.0,0.13,0.439,124.946,4.0,house
53064.0,24Yi9hE78yPEbZ4kxyoXAI,SAINt JHN;Imanbek,Roses (Imanbek Remix),Roses - Imanbek Remix,81.0,176840.0,True,0.77,0.724,8.0,-5.484,1.0,0.0495,0.0167,0.0107,0.353,0.898,121.975,4.0,house
53203.0,2prnn41CblB8B4yWACDljP,Shouse;David Guetta,Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix Edit,81.0,158095.0,False,0.621,0.989,10.0,-4.225,0.0,0.0434,0.015,0.357,0.184,0.0348,126.002,4.0,house
53217.0,08y5oWUpZoBgQ6UdUaPQk3,HAYASA G,The Banjo Beat,The Banjo Beat,61.0,102000.0,False,0.837,0.708,1.0,-5.606,1.0,0.0722,0.128,0.761,0.386,0.827,129.944,4.0,house
53242.0,2r9hCNjupNy2C2g3r6SNz6,Ina Wroldsen;Alan Walker,Strongest (Alan Walker Remix),Strongest (Alan Walker Remix),66.0,210285.0,True,0.722,0.787,0.0,-4.013,1.0,0.0734,0.0785,6.46e-06,0.124,0.852,92.022,4.0,house
53301.0,11kDth1aKUEUMq9r1pqyds,Travis Scott,ASTROWORLD,5% TINT,79.0,196138.0,True,0.712,0.481,4.0,-5.415,0.0,0.0487,0.173,0.0,0.241,0.062,140.0,4.0,house
53314.0,4Ef3ODp0REOFXMgDL4S5fM,HUTS;Brenton Mattheus,Stereo Love,Stereo Love,66.0,146190.0,False,0.498,0.693,1.0,-5.9,0.0,0.227,0.069,0.0,0.421,0.238,125.857,4.0,house
53351.0,2cYqizR4lgvp4Qu6IQ3qGN,Travis Scott,ASTROWORLD,BUTTERFLY EFFECT,79.0,190557.0,False,0.763,0.628,11.0,-5.85,1.0,0.05,0.0531,0.0,0.114,0.193,140.958,4.0,house
53354.0,7wBJfHzpfI3032CSD7CE2m,Travis Scott,ASTROWORLD,STARGAZING,75.0,270714.0,True,0.487,0.789,8.0,-3.69,1.0,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4.0,house
53401.0,7lAK3oHbfEnvUQWosrMMpR,Travis Scott,ASTROWORLD,YOSEMITE,75.0,150043.0,True,0.785,0.554,0.0,-6.571,1.0,0.0409,0.283,3.4e-06,0.116,0.144,128.047,4.0,house
53412.0,1f7cJyMQrBF3V64TPnbfsI,Besomorph;N3WPORT;Meo,Falling,Falling,60.0,149571.0,False,0.469,0.777,8.0,-6.175,0.0,0.0742,0.0183,0.0,0.111,0.252,139.967,4.0,house
53413.0,01BC4Xj5tfsfV8DLDrma7q,Anne-Marie,Speak Your Mind (Deluxe),Ciao Adios,65.0,199773.0,False,0.694,0.853,7.0,-3.986,1.0,0.0934,0.136,0.0,0.322,0.501,106.098,4.0,house
53452.0,27a1mYSG5tYg7dmEjWBcmL,Travis Scott,ASTROWORLD,CAN'T SAY,76.0,198408.0,True,0.702,0.708,10.0,-5.366,0.0,0.0547,0.201,0.0,0.118,0.713,147.98,4.0,house
53457.0,1MvLmHeLkaNgUScgbUVnWJ,Ben Böhmer;Nils Hoffmann;Malou,Breathing,Breathing,67.0,222605.0,False,0.598,0.561,11.0,-11.421,0.0,0.0511,0.0229,0.557,0.109,0.0385,182.988,3.0,house
53459.0,5zqObw7wjBgL9TDiAymxPn,Anne-Marie;Niall Horan,Our Song,Our Song,69.0,163733.0,False,0.595,0.759,11.0,-4.245,0.0,0.0423,0.141,0.0,0.172,0.515,80.953,4.0,house
53462.0,6ho0GyrWZN3mhi9zVRW7xi,FISHER,Losing It,Losing It,75.0,248035.0,False,0.76,0.964,2.0,-5.844,1.0,0.0577,0.00181,0.703,0.0975,0.643,125.003,4.0,house
53471.0,0H8Tclo4x4kbZruQtZFNSX,NEIKED;Anne-Marie;Latto,I Just Called,I Just Called,73.0,150560.0,False,0.626,0.849,7.0,-3.662,1.0,0.123,0.0732,0.0,0.593,0.898,138.997,4.0,house
53476.0,4IvuPZogXbY7LODs7qzr0W,Surf Mesa;Madison Beer,Carried Away (Love To Love) (with Madison Beer),Carried Away (Love To Love) (with Madison Beer),64.0,182653.0,False,0.518,0.683,1.0,-5.295,1.0,0.0364,0.346,0.0,0.311,0.304,141.971,4.0,house
53485.0,3wuR0YSNdT9rgWfFi1lctv,HRVY,Million Ways,Million Ways,61.0,169887.0,False,0.645,0.803,6.0,-4.819,1.0,0.034,0.0312,0.0,0.13,0.471,106.03,4.0,house
53526.0,2GYHyAoLWpkxLVa4oYTVko,Stromae,Cheese,Alors on danse - Radio Edit,78.0,206066.0,False,0.791,0.59,1.0,-9.206,0.0,0.0793,0.0994,0.00203,0.065,0.714,119.951,4.0,house
53529.0,0YU17F0BlVXvmx5ytsR43w,LUM!X;Gabry Ponte,Monster,Monster,72.0,154226.0,False,0.83,0.794,8.0,-6.279,0.0,0.432,0.0253,0.0248,0.106,0.607,128.16,4.0,house
53550.0,4ga4WvRNhMsIL38pkBbnIN,Martin Garrix;Tove Lo,Pressure (feat. Tove Lo),Pressure (feat. Tove Lo),70.0,144391.0,False,0.859,0.558,7.0,-8.991,0.0,0.0902,0.659,0.324,0.124,0.357,114.978,4.0,house
53553.0,4jVBIpuOiMj1crqd8LoCrJ,Travis Scott;Young Thug;M.I.A.,FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),70.0,202794.0,True,0.835,0.699,8.0,-5.405,0.0,0.277,0.00671,0.0,0.195,0.547,154.981,4.0,house
53603.0,6OufwUcCqo81guU2jAlDVP,Shouse,Love Tonight,Love Tonight - Edit,78.0,241970.0,False,0.727,0.681,5.0,-7.114,0.0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,4.0,house
53604.0,6OaVWaGfhXn70ZJfdVcabn,Travis Scott,ASTROWORLD,NO BYSTANDERS,73.0,218283.0,True,0.731,0.811,1.0,-3.225,1.0,0.0712,0.0204,0.0,0.411,0.426,147.045,4.0,house
53624.0,11lFSEnkj3810ojPLj53RO,Sandro Cavazza;Georgia Ku,Love To Lose,Love To Lose,65.0,177731.0,False,0.601,0.741,0.0,-5.981,1.0,0.127,0.0467,0.0,0.244,0.71,195.943,4.0,house
53625.0,0MWiSBKm8Avs8iDIxcertp,Anne-Marie;Little Mix,Therapy,Kiss My (Uh Oh),71.0,176800.0,False,0.638,0.878,5.0,-3.639,0.0,0.0484,0.0151,0.000223,0.308,0.481,103.948,4.0,house
53655.0,08F16baYbciTva9P4BvpiI,Travis Scott,ESCAPE PLAN / MAFIA,MAFIA,72.0,240000.0,True,0.855,0.492,0.0,-7.578,0.0,0.0483,0.0775,6.71e-06,0.111,0.385,109.975,4.0,house
53659.0,1wHZx0LgzFHyeIZkUydNXq,Travis Scott,Rodeo (Expanded Edition),Antidote,74.0,262693.0,True,0.713,0.526,1.0,-5.046,1.0,0.032,0.00767,0.000148,0.124,0.131,131.05,4.0,house
53662.0,2ykXJ9QVwx9Li8nsW0h6b2,INNA;Sean Paul,UP,UP,70.0,148944.0,False,0.812,0.712,0.0,-5.993,0.0,0.0452,0.01,0.0,0.108,0.85,98.029,4.0,house
53665.0,2Xf4RoFpi7n06ppsGKbxiq,Edward Maya;Vika Jigulina,Stereo Love,Stereo Love - Edit,65.0,184015.0,False,0.801,0.786,9.0,-3.781,1.0,0.0322,0.0439,0.0346,0.104,0.549,127.061,4.0,house
53671.0,53kWAAfx7IopXRa31MQHB8,HRVY;Matoma,Good Vibes,Good Vibes,71.0,170280.0,False,0.558,0.877,10.0,-3.392,1.0,0.145,0.274,0.0,0.162,0.762,99.988,4.0,house
53694.0,7N267HKpnzJzqToo5KcaoF,Besomorph;Coopex;RIELL,Redemption,Redemption,61.0,157500.0,False,0.644,0.635,7.0,-6.041,0.0,0.0453,0.0646,1.33e-05,0.251,0.29,79.962,4.0,house
53697.0,1aPqexHVW20OTamBHdWWVL,Timeflies,Just For Fun (Deluxe),Undress Rehearsal,60.0,214786.0,False,0.953,0.652,11.0,-4.159,0.0,0.0849,0.00456,0.0,0.0287,0.73,122.997,4.0,house
53755.0,4MXhiYIRDMGAuvZc5IFTwC,Travis Scott,ASTROWORLD,ASTROTHUNDER,74.0,142969.0,True,0.7,0.46,4.0,-8.111,0.0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,4.0,house
53762.0,4J7CKHCF3mdL4diUsmW8lq,Calvin Harris;Alesso;Hurts,Motion,Under Control (feat. Hurts),73.0,184280.0,False,0.544,0.915,8.0,-3.405,1.0,0.0841,0.129,0.000914,0.115,0.51,126.094,4.0,house
53771.0,2MlOUXmcofMackX3bxfSwi,Master KG;Nomcebo Zikode,Jerusalema,Jerusalema (feat. Nomcebo Zikode),74.0,342612.0,False,0.88,0.483,1.0,-7.012,1.0,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009,4.0,house
53772.0,6TfeXwJihJRuBW3mFpib6J,CLMD;Tungevaag,DANCE,DANCE,61.0,174448.0,False,0.766,0.548,7.0,-7.834,1.0,0.0373,0.0263,1.81e-06,0.21,0.552,122.012,4.0,house
53779.0,73QyyUMMvtNELmULI4FOsp,Sigala;Rita Ora,You for Me,You for Me,73.0,175435.0,False,0.733,0.886,2.0,-1.856,0.0,0.0426,0.0481,1.81e-06,0.191,0.696,126.031,4.0,house
53780.0,3Dzso9Q2WwupEclqgxBZht,Madism;MKJ;Felix Samuel,Pumped Up Kicks,Pumped Up Kicks,74.0,145161.0,False,0.669,0.687,0.0,-4.753,1.0,0.043,0.152,1.6e-05,0.308,0.386,123.903,4.0,house
53800.0,20MuVazoNMv6xjKPnRFOxG,Travis Scott,ASTROWORLD,WAKE UP,70.0,231963.0,True,0.741,0.645,11.0,-5.116,0.0,0.0963,0.192,0.0,0.163,0.488,149.07,4.0,house
53811.0,6jreFSOTUAViWjKyzOC4Kg,Alesso,REMEDY,REMEDY,67.0,190295.0,False,0.601,0.775,0.0,-4.612,1.0,0.0473,0.269,0.0,0.0883,0.483,119.964,4.0,house
53813.0,1A8j067qyiNwQnZT0bzUpZ,Kungs;Cookin' On 3 Burners,Layers,This Girl (Kungs Vs. Cookin' On 3 Burners),77.0,195546.0,False,0.792,0.717,0.0,-4.759,0.0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,4.0,house
53826.0,6qUabsNxudatEFedWGHoDh,Travis Scott;Future;Young Thug;M.I.A.,"FRANCHISE (feat. Future, Young Thug & M.I.A.) [REMIX]","FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",65.0,207394.0,True,0.859,0.77,8.0,-5.358,0.0,0.345,0.0056,0.0,0.0731,0.348,155.025,4.0,house
53830.0,1qRgEKIeSrMcS62Ji4g8VT,R3HAB;Jonas Blue;Ava Max;Kylie Cantrall,Sad Boy (feat. Ava Max & Kylie Cantrall),Sad Boy (feat. Ava Max & Kylie Cantrall),63.0,141204.0,False,0.717,0.692,1.0,-5.971,0.0,0.0723,0.0675,0.0,0.088,0.524,102.996,4.0,house
53832.0,2LxdNADWier3MKTei8FbOY,Oliver Heldens;Nile Rodgers;House Gospel Choir,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),74.0,157205.0,False,0.686,0.892,10.0,-3.186,0.0,0.0498,0.0577,7.11e-06,0.0838,0.752,126.03,4.0,house
53850.0,6NMtzpDQBTOfJwMzgMX0zl,Travis Scott,ASTROWORLD,SKELETONS,72.0,145588.0,True,0.46,0.686,0.0,-5.948,0.0,0.0367,0.00146,0.0,0.375,0.252,148.054,4.0,house
53851.0,7h0d2h0fUmzbs7zeFigJPn,Travis Scott;ROSALÍA;Lil Baby,JACKBOYS,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,68.0,244873.0,True,0.559,0.491,2.0,-6.406,0.0,0.0346,0.0567,0.0,0.0992,0.114,153.131,4.0,house
53861.0,39cmB3ZoTOLwOTq7tMNqKa,Alok;Zeeba;Bruno Martini,Hear Me Now (feat. Zeeba),Hear Me Now,75.0,194840.0,False,0.778,0.463,11.0,-7.603,1.0,0.0389,0.546,0.00289,0.0731,0.496,121.999,4.0,house
53865.0,5hff5RQeE84pznOt8WEWeO,Anne-Marie,Birthday,Birthday,61.0,181466.0,False,0.609,0.785,11.0,-3.32,1.0,0.0891,0.0502,0.0,0.171,0.756,151.995,4.0,house
53866.0,40tPP3K10yMZxwnT65REKj,Elderbrook;Bob Moses,Inner Light,Inner Light,68.0,257984.0,False,0.651,0.709,4.0,-7.842,1.0,0.037,0.00461,0.00744,0.0771,0.126,121.02,4.0,house
53877.0,572xshmOviSGH70oPYMCZV,Anne-Marie,Speak Your Mind (Deluxe),Alarm,62.0,205593.0,True,0.756,0.589,0.0,-5.093,1.0,0.232,0.0812,0.0,0.176,0.811,146.928,4.0,house
53882.0,0DC7Zs2qvAbNK1owWQ4mlL,Anne-Marie,Perfect to Me,Perfect to Me,63.0,197853.0,False,0.604,0.546,8.0,-5.691,1.0,0.151,0.0889,0.0,0.0734,0.402,179.847,4.0,house
53902.0,3mRlFZHUyvJbPTlkzg4LyJ,SAINt JHN,Collection One,Roses,62.0,173610.0,True,0.782,0.5,5.0,-6.473,0.0,0.0611,0.342,1.88e-05,0.133,0.28,102.008,4.0,house
53905.0,2Y8hY4rRRQQjdaZkkwzpd9,SAINt JHN;Lil Baby,Ghetto Lenny's Love Songs,Trap (feat. Lil Baby),67.0,184699.0,True,0.791,0.839,0.0,-2.887,1.0,0.0424,0.0849,0.0,0.193,0.349,116.991,4.0,house
53909.0,6HsP8AwuSVliAtYXr93br0,Keanu Silva;Jhn McFly;Marissa,Stranger,Stranger,65.0,128000.0,False,0.724,0.851,9.0,-5.079,0.0,0.129,0.115,0.00231,0.114,0.439,120.042,4.0,house
53910.0,1HFfMOxCAT4GAwaPfCdmUs,Mr. Probz;Robin Schulz,Waves (Robin Schulz Radio Edit),Waves - Robin Schulz Radio Edit,77.0,208133.0,False,0.829,0.51,5.0,-9.334,0.0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,4.0,house
53912.0,34dx8DACTJsc3rsJdaEIQw,Stromae,racine carrée,Papaoutai,74.0,232146.0,False,0.734,0.809,10.0,-7.264,0.0,0.0839,0.0266,0.0,0.0642,0.254,116.024,4.0,house
53920.0,3wfNiPBrzDwuanE75Ar6pS,Afrojack;Lucas & Steve;DubVision,Anywhere With You,Anywhere With You,69.0,158807.0,False,0.596,0.743,6.0,-4.149,1.0,0.0302,0.0696,2.37e-06,0.202,0.531,125.883,4.0,house
53950.0,1MyWtH2yavuP1AHUi1X7ur,Cheat Codes;Kris Kross Amsterdam,Sex,Sex,61.0,228360.0,True,0.604,0.691,0.0,-5.807,1.0,0.159,0.00493,0.0,0.125,0.186,105.014,4.0,house
53951.0,5lXY6PTuWXOludKy4zDQwM,Diplo;SIDEPIECE,On My Mind,On My Mind,63.0,189268.0,False,0.771,0.731,7.0,-6.574,1.0,0.0409,0.00165,0.633,0.217,0.635,123.026,4.0,house
53952.0,51ODNNDZm21HU7wI7cccRr,Disclosure;Sam Smith,Settle (Special Edition),Latch,76.0,255631.0,False,0.503,0.727,1.0,-5.456,1.0,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,4.0,house
53956.0,7iUB3byx9Rcks8zW10JVkP,220 KID;LANY,Stupid Feelings,Stupid Feelings,68.0,166924.0,False,0.715,0.778,6.0,-6.546,0.0,0.0365,0.0152,0.0,0.121,0.756,123.954,4.0,house
53959.0,5lWUeSYO61UYgNlFlqcwYl,Nathan Dawe;KSI,Lighter (feat. KSI),Lighter (feat. KSI),65.0,182439.0,False,0.703,0.837,8.0,-3.606,1.0,0.0395,0.0214,4.45e-05,0.104,0.356,124.953,4.0,house
53962.0,2ldAdghnrO34HPcZ0IWfTu,Afrojack;Wrabel,Forget The World (Deluxe),Ten Feet Tall,63.0,229149.0,False,0.523,0.861,0.0,-3.447,1.0,0.0644,0.0336,0.0,0.144,0.346,127.049,4.0,house
53963.0,5jyUBKpmaH670zrXrE0wmO,Sebastian Ingrosso;Tommy Trash;John Martin,Reload (Vocal Version / Radio Edit),Reload - Radio Edit,67.0,221272.0,False,0.485,0.724,9.0,-4.633,0.0,0.0521,0.0736,0.0,0.0631,0.433,128.045,4.0,house
53965.0,5XPo15e5ICs6NvSMn44pTF,Virginia To Vegas;NOTD,Malibu,Malibu,68.0,148822.0,True,0.657,0.653,9.0,-8.525,1.0,0.0258,0.0568,0.000142,0.321,0.624,111.974,4.0,house
53970.0,4CVOUJki8YUWol3jhLphgs,Hardwell;KSHMR,Power,Power,60.0,148837.0,False,0.49,0.907,5.0,-4.063,0.0,0.108,0.000427,0.0,0.116,0.21,132.057,4.0,house
53973.0,19eIZmuXlBmLTha1lPHef7,Stromae;Dubdogz,Alors On Danse (DubDogz Remix),Alors On Danse - DubDogz Remix,70.0,168576.0,False,0.789,0.752,1.0,-4.274,0.0,0.164,0.027,2.69e-05,0.613,0.739,122.98,4.0,house
53977.0,0vR2rIVORmgeKiGIgNT0fV,Calvin Harris;Tom Grennan,By Your Side (feat. Tom Grennan),By Your Side (feat. Tom Grennan),74.0,189671.0,False,0.733,0.96,7.0,-3.597,1.0,0.0295,0.0514,0.00199,0.287,0.811,124.01,4.0,house
53978.0,05Ke9LELmOiA5i3L0ybFUy,Morgan Page;VIVID,Fade Away,Fade Away,66.0,150250.0,False,0.694,0.703,7.0,-4.327,1.0,0.0593,0.0319,0.0,0.119,0.172,123.034,4.0,house
53979.0,4op0sQ8BfzRsW4gGGlR7TU,Alok;Au/Ra,Side Effect (feat. Au/Ra),Side Effect (feat. Au/Ra),60.0,144193.0,False,0.727,0.712,10.0,-5.742,0.0,0.0597,0.192,0.0,0.196,0.515,123.955,4.0,house
55000.0,0NLkVxf0PyxsXBG3EuZcJf,Anuv Jain,Gul,Gul,71.0,217241.0,False,0.6,0.294,6.0,-12.301,1.0,0.0292,0.871,8.66e-05,0.102,0.342,86.97,4.0,indian
55001.0,6VBhH7CyP56BXjp8VsDFPZ,Pritam;Arijit Singh;Amitabh Bhattacharya,"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"")",88.0,268164.0,False,0.577,0.574,0.0,-6.525,1.0,0.0278,0.572,0.0,0.1,0.436,94.009,4.0,indian
55002.0,7MBqVOzb8C3f0FXr2LBLiq,OAFF;Savera;Lothika;Kausar Munir,"Doobey (From ""Gehraiyaan"")","Doobey (From ""Gehraiyaan"")",73.0,219686.0,False,0.751,0.669,3.0,-6.532,0.0,0.0359,0.342,1.31e-05,0.0822,0.359,119.014,4.0,indian
55007.0,7eQl3Yqv35ioqUfveKHitE,Pritam;Mohit Chauhan,Jab We Met,Tum Se Hi,74.0,321225.0,False,0.609,0.538,6.0,-7.842,1.0,0.0273,0.328,0.0,0.125,0.608,130.015,4.0,indian
55008.0,0IGXY47K2ha3AHfX57wY1O,Pritam;Arijit Singh;Amitabh Bhattacharya;Jonita Gandhi,"Deva Deva (From ""Brahmastra"")","Deva Deva (From ""Brahmastra"")",79.0,279107.0,False,0.534,0.721,0.0,-7.636,1.0,0.0427,0.634,0.000877,0.1,0.439,112.062,4.0,indian
55009.0,6vo7Y1iWyZvpjvFbf6BiZ5,Pritam;Arijit Singh,Kalank (Original Motion Picture Soundtrack),Kalank (Title Track),73.0,311186.0,False,0.57,0.55,10.0,-8.343,1.0,0.035,0.524,3.73e-05,0.0921,0.435,117.999,4.0,indian
55010.0,18YHbIhrleUkKKj2DvEp79,Pritam;KK,Jannat (Original Motion Picture Soundtrack),Zara Sa,70.0,303680.0,False,0.468,0.91,11.0,-3.057,0.0,0.051,0.12,0.000304,0.271,0.694,163.842,4.0,indian
55011.0,4Hv055xg1SZZgwwGBx8Cr5,Pritam;Shreya Ghoshal;TUSHAR JOSHI,"Rasiya (From ""Brahmastra"")","Rasiya (From ""Brahmastra"")",74.0,265063.0,False,0.54,0.796,4.0,-7.538,1.0,0.0521,0.371,0.00165,0.11,0.636,78.99,4.0,indian
55012.0,4Zzw8CESa97fNrmrvEdIuL,Pritam;Arijit Singh;Amitabh Bhattacharya,"Phir Na Aisi Raat Aayegi (From ""Laal Singh Chaddha"")","Phir Na Aisi Raat Aayegi (From ""Laal Singh Chaddha"")",69.0,283225.0,False,0.435,0.418,1.0,-7.915,0.0,0.0295,0.903,0.0,0.1,0.212,128.049,4.0,indian
55013.0,0H2iJVgorRR0ZFgRqGUjUM,Pritam;Arijit Singh,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Channa Mereya,70.0,289333.0,False,0.476,0.788,9.0,-4.821,0.0,0.0446,0.237,2.49e-05,0.106,0.746,90.066,4.0,indian
55014.0,4bD9z9qa4qg9BhryvYWB7c,Pritam;Tochi Raina;Rekha Bhardwaj,Yeh Jawaani Hai Deewani,Kabira,74.0,223459.0,False,0.59,0.555,2.0,-6.861,1.0,0.0271,0.481,0.0,0.192,0.191,84.027,4.0,indian
55015.0,1smFN2CLqGROu0J0UyvDfL,Pritam;Arijit Singh,Love Aaj Kal (Original Motion Picture Soundtrack),Shayad,74.0,247941.0,False,0.483,0.468,8.0,-7.642,1.0,0.0341,0.784,0.0,0.152,0.319,135.875,4.0,indian
55016.0,5iCY0TXNImK4hyKfcplQsg,Anuv Jain,Baarishein,Baarishein,76.0,207309.0,False,0.475,0.124,2.0,-9.463,1.0,0.0444,0.926,0.0,0.0972,0.19,94.42,4.0,indian
55017.0,0DXfJ2iKRDEG7rPgssWFea,Kanishk Seth;Kavita Seth,"Rangisari (From ""Jugjugg Jeeyo"")","Rangisari (From ""Jugjugg Jeeyo"")",75.0,223271.0,False,0.524,0.758,10.0,-9.28,1.0,0.0538,0.27,0.13,0.106,0.319,140.012,4.0,indian
55018.0,6BvRzfqi3sMAoQYnRpMVL0,Anuv Jain,Mazaak,Mazaak,68.0,212054.0,False,0.534,0.461,2.0,-11.292,1.0,0.0295,0.795,1.51e-06,0.114,0.244,145.972,4.0,indian
55019.0,1E16f7KcZmuXuhlenRwA2m,VIBIE,Saibo (Lofi Flip),Saibo - Lofi Flip,72.0,146646.0,False,0.323,0.349,7.0,-12.524,1.0,0.0761,0.965,0.00548,0.116,0.2,180.203,4.0,indian
55021.0,3Kl8p2PxVf8eAayLwTxOIm,Pritam;KK,Tum Mile (Original Motion Picture Soundtrack),Dil Ibaadat,69.0,329386.0,False,0.59,0.859,2.0,-5.005,0.0,0.0416,0.633,0.0,0.286,0.634,149.966,4.0,indian
55022.0,0GQngE2rOYvlKwEQjTAsP8,Pritam;Sreeram;Shilpa Rao,Yeh Jawaani Hai Deewani,Subhanallah,72.0,249707.0,False,0.302,0.493,9.0,-5.038,1.0,0.0451,0.455,0.0,0.134,0.457,88.904,4.0,indian
55024.0,4UMIv5jd9gK98a39BQRD9X,Pritam;Arijit Singh;Amitabh Bhattacharya,Brahmastra (Original Motion Picture Soundtrack),Kesariya,66.0,268164.0,False,0.577,0.574,0.0,-6.525,1.0,0.0278,0.572,0.0,0.1,0.436,94.009,4.0,indian
55025.0,6FjbAnaPRPwiP3sciEYctO,Pritam;Arijit Singh,Agent Vinod,Raabta,73.0,243578.0,False,0.657,0.581,0.0,-8.108,1.0,0.0298,0.699,1.82e-05,0.116,0.323,118.037,4.0,indian
55027.0,6nZiYSBwPQ7fYnVWkkkj4g,Jasleen Royal;Prateek Kuhad,Baar Baar Dekho (Original Motion Picture Soundtrack),Kho Gaye Hum Kahan,70.0,213055.0,False,0.778,0.227,1.0,-16.191,1.0,0.0379,0.983,0.14,0.113,0.38,116.033,4.0,indian
